year,sex,name,n,prop,first_letter,first_is_vowel
1920,M,Ignazio,20,1.82E-05,I,TRUE
2008,F,Jaelen,15,7.21E-06,J,FALSE
1916,M,Teofil,14,1.52E-05,T,FALSE
1891,M,Aden,5,4.58E-05,A,TRUE
1983,F,Keeva,6,3.35E-06,K,FALSE
1961,M,Ty,323,0.00014982,T,FALSE
1993,F,Candy,134,6.80E-05,C,FALSE
2002,M,Kahlin,6,2.90E-06,K,FALSE
1998,M,Quintrell,11,5.43E-06,Q,FALSE
2015,M,Crawford,63,3.09E-05,C,FALSE
2008,F,Ileyah,6,2.88E-06,I,TRUE
1948,F,Johnnye,21,1.21E-05,J,FALSE
1990,F,Iyona,6,2.92E-06,I,TRUE
1989,F,Mychael,8,4.02E-06,M,FALSE
2014,M,Jensyn,14,6.85E-06,J,FALSE
1925,M,Buck,83,7.21E-05,B,FALSE
1948,M,Mell,7,3.93E-06,M,FALSE
1900,M,Stanford,11,6.79E-05,S,FALSE
1962,F,Sherrilee,5,2.47E-06,S,FALSE
1995,M,Kalab,20,9.95E-06,K,FALSE
1992,M,Juliocesar,17,8.10E-06,J,FALSE
1896,M,Emmet,21,0.0001627,E,TRUE
2001,M,Cason,149,7.21E-05,C,FALSE
1919,M,Leonce,12,1.18E-05,L,FALSE
1966,F,Vernie,6,3.42E-06,V,FALSE
1980,F,Katrin,24,1.35E-05,K,FALSE
2014,F,Johnae,9,4.61E-06,J,FALSE
1945,F,Debrah,9,6.69E-06,D,FALSE
1982,M,Nakia,15,7.95E-06,N,FALSE
2015,M,Kanai,18,8.83E-06,K,FALSE
2014,M,Azlan,39,1.91E-05,A,TRUE
2009,F,Phalyn,7,3.46E-06,P,FALSE
1941,F,Dorsie,7,5.62E-06,D,FALSE
1993,M,Jamin,58,2.81E-05,J,FALSE
2008,F,Nelcy,6,2.88E-06,N,FALSE
1976,M,Nathon,21,1.29E-05,N,FALSE
2005,F,Eshana,5,2.47E-06,E,TRUE
1964,F,Danna,264,0.00013488,D,FALSE
1988,F,Antoinetta,17,8.84E-06,A,TRUE
1923,F,Francelia,7,5.59E-06,F,FALSE
1928,M,Lasalle,8,7.01E-06,L,FALSE
1959,F,Idelle,5,2.41E-06,I,TRUE
1962,F,Kaylee,9,4.44E-06,K,FALSE
1927,F,Merdis,7,5.66E-06,M,FALSE
2005,F,Cannon,7,3.45E-06,C,FALSE
2011,F,Macii,9,4.65E-06,M,FALSE
1990,M,Kingsley,26,1.21E-05,K,FALSE
1980,M,Domenico,54,2.91E-05,D,FALSE
1944,F,Diania,11,8.05E-06,D,FALSE
1989,M,Ken,137,6.54E-05,K,FALSE
1986,M,Lavon,60,3.12E-05,L,FALSE
2005,F,Madesyn,8,3.94E-06,M,FALSE
2003,F,Doniyah,5,2.49E-06,D,FALSE
2001,M,Noa,51,2.47E-05,N,FALSE
2013,M,Kydan,8,3.97E-06,K,FALSE
1964,M,Herb,44,2.17E-05,H,FALSE
1959,M,Lopez,5,2.31E-06,L,FALSE
1937,M,Wallis,17,1.56E-05,W,FALSE
2000,M,Josealejandro,5,2.40E-06,J,FALSE
1920,M,Gillie,5,4.54E-06,G,FALSE
1917,F,Margareth,9,8.01E-06,M,FALSE
1971,M,Rigo,5,2.75E-06,R,FALSE
1972,F,Lasheka,5,3.10E-06,L,FALSE
2011,M,Ilyas,74,3.65E-05,I,TRUE
1996,F,Kirsti,26,1.36E-05,K,FALSE
1993,F,Bayli,13,6.60E-06,B,FALSE
1973,F,Marlisa,18,1.16E-05,M,FALSE
1989,F,Claressa,11,5.52E-06,C,FALSE
1959,F,Aleatha,10,4.81E-06,A,TRUE
2010,F,Aireonna,9,4.60E-06,A,TRUE
2009,F,Mishal,6,2.97E-06,M,FALSE
1975,F,Denver,9,5.77E-06,D,FALSE
1925,F,Doratha,7,5.54E-06,D,FALSE
2014,F,Lakai,6,3.07E-06,L,FALSE
1935,M,Larnce,9,8.42E-06,L,FALSE
2003,M,Marcelis,6,2.86E-06,M,FALSE
1934,F,Barbara,29233,0.02701194,B,FALSE
2001,M,Ebin,17,8.22E-06,E,TRUE
1994,F,Tabytha,30,1.54E-05,T,FALSE
1984,F,Ebecca,5,2.77E-06,E,TRUE
1951,M,Michaell,10,5.23E-06,M,FALSE
1966,F,Elodia,15,8.54E-06,E,TRUE
1946,F,Genevive,6,3.72E-06,G,FALSE
1988,M,Abed,6,3.00E-06,A,TRUE
1983,F,Parrish,5,2.79E-06,P,FALSE
1998,M,Saulo,9,4.44E-06,S,FALSE
2013,F,Aisleen,8,4.16E-06,A,TRUE
1976,F,Robbie,94,5.98E-05,R,FALSE
1967,F,Nayda,5,2.91E-06,N,FALSE
1985,F,Aundra,6,3.25E-06,A,TRUE
1973,F,Daralyn,6,3.86E-06,D,FALSE
2011,M,Menachem,183,9.02E-05,M,FALSE
1985,F,Giovanna,95,5.15E-05,G,FALSE
1947,M,Dennie,84,4.52E-05,D,FALSE
1988,F,Kesha,124,6.45E-05,K,FALSE
2011,M,Bassil,5,2.46E-06,B,FALSE
1977,M,Sisto,5,2.92E-06,S,FALSE
1908,F,Denise,6,1.69E-05,D,FALSE
1949,M,Burlin,5,2.77E-06,B,FALSE
1968,F,Louellen,5,2.92E-06,L,FALSE
1995,F,Analissa,7,3.64E-06,A,TRUE
1968,F,Carmela,179,0.00010471,C,FALSE
1999,F,Caris,9,4.62E-06,C,FALSE
1996,M,Jaaziel,8,3.99E-06,J,FALSE
1960,F,Darrie,5,2.40E-06,D,FALSE
1978,F,Elina,19,1.16E-05,E,TRUE
2010,F,Chevelle,106,5.41E-05,C,FALSE
1925,F,Murel,7,5.54E-06,M,FALSE
1900,M,Dudley,33,0.00020354,D,FALSE
1958,M,Elvester,5,2.32E-06,E,TRUE
1990,F,Kinsey,134,6.52E-05,K,FALSE
2001,F,Lyndie,9,4.55E-06,L,FALSE
2009,M,Jersey,8,3.78E-06,J,FALSE
1982,F,Osiris,6,3.31E-06,O,TRUE
1963,F,Lenia,7,3.52E-06,L,FALSE
1945,F,Bess,21,1.56E-05,B,FALSE
1955,F,Marvella,9,4.49E-06,M,FALSE
2005,F,Adrea,5,2.47E-06,A,TRUE
1995,M,Dermot,5,2.49E-06,D,FALSE
2011,F,Nawal,38,1.96E-05,N,FALSE
1930,F,Duane,22,1.89E-05,D,FALSE
1908,F,Norene,17,4.80E-05,N,FALSE
2015,F,Myrna,14,7.20E-06,M,FALSE
1984,F,Arianna,112,6.21E-05,A,TRUE
2008,F,Shyonna,13,6.25E-06,S,FALSE
1913,F,Selma,455,0.00069475,S,FALSE
2017,M,Franko,18,9.17E-06,F,FALSE
1906,F,Jeanne,119,0.00037966,J,FALSE
1974,F,Jeremi,5,3.19E-06,J,FALSE
1937,F,Verleen,14,1.27E-05,V,FALSE
1956,M,Manford,9,4.20E-06,M,FALSE
2004,F,Jodeci,8,3.97E-06,J,FALSE
1988,F,Jessamine,11,5.72E-06,J,FALSE
1997,F,Ayriana,10,5.24E-06,A,TRUE
1984,F,Doreen,90,4.99E-05,D,FALSE
1955,F,Antonio,9,4.49E-06,A,TRUE
1976,F,Annabelle,74,4.71E-05,A,TRUE
1969,F,Aprille,15,8.51E-06,A,TRUE
2016,M,Brandt,85,4.21E-05,B,FALSE
1980,F,Lis,8,4.49E-06,L,FALSE
1960,M,Chesley,19,8.77E-06,C,FALSE
1931,F,Gaynel,7,6.34E-06,G,FALSE
1907,F,Nelia,7,2.07E-05,N,FALSE
2010,F,Cella,5,2.55E-06,C,FALSE
2008,F,Jakaylah,15,7.21E-06,J,FALSE
2001,F,Armiyah,5,2.53E-06,A,TRUE
2015,M,Tayvin,13,6.38E-06,T,FALSE
1970,F,Raye,26,1.42E-05,R,FALSE
1934,M,Julio,109,0.00010266,J,FALSE
1924,F,Odis,5,3.86E-06,O,TRUE
1921,F,Nanna,6,4.69E-06,N,FALSE
1993,F,Arlene,342,0.0001735,A,TRUE
1986,F,Britny,41,2.22E-05,B,FALSE
2015,F,Houston,14,7.20E-06,H,FALSE
1975,F,Vikki,96,6.15E-05,V,FALSE
2003,M,Desman,7,3.33E-06,D,FALSE
2010,F,Shalisa,5,2.55E-06,S,FALSE
1975,M,Ian,1723,0.0010616,I,TRUE
2005,F,Amirah,216,0.0001065,A,TRUE
1923,M,Harce,5,4.42E-06,H,FALSE
2006,F,Delaila,9,4.31E-06,D,FALSE
1919,F,Sheila,69,5.87E-05,S,FALSE
2005,F,Alaycia,12,5.92E-06,A,TRUE
1986,M,Anand,32,1.67E-05,A,TRUE
1988,F,Gladys,243,0.00012639,G,FALSE
1946,M,Rutherford,9,5.45E-06,R,FALSE
1986,F,Lynae,23,1.25E-05,L,FALSE
1979,F,Yanique,5,2.90E-06,Y,FALSE
1928,F,Victoria,832,0.00069596,V,FALSE
1910,M,Dante,13,6.23E-05,D,FALSE
1991,M,Randi,13,6.13E-06,R,FALSE
2015,F,Haviland,5,2.57E-06,H,FALSE
1993,M,Niklas,34,1.65E-05,N,FALSE
2002,M,Temiloluwa,6,2.90E-06,T,FALSE
2000,F,Lanesha,19,9.52E-06,L,FALSE
1923,M,Arnell,7,6.18E-06,A,TRUE
1996,F,Annika,334,0.00017424,A,TRUE
1968,F,Monisa,7,4.09E-06,M,FALSE
1982,F,Jamea,7,3.86E-06,J,FALSE
1983,M,Al,104,5.58E-05,A,TRUE
1948,F,Brigitte,11,6.31E-06,B,FALSE
2017,F,Johany,5,2.67E-06,J,FALSE
1988,F,Tomesha,8,4.16E-06,T,FALSE
2006,F,Adrian,179,8.57E-05,A,TRUE
2017,M,Aja,6,3.06E-06,A,TRUE
1913,F,Elese,5,7.63E-06,E,TRUE
1942,F,Marthalee,6,4.32E-06,M,FALSE
1978,M,Rakeem,12,7.02E-06,R,FALSE
2015,M,Keyshawn,41,2.01E-05,K,FALSE
1996,M,Uziel,20,9.98E-06,U,TRUE
1987,M,Spence,14,7.18E-06,S,FALSE
1939,M,Cayetano,9,7.94E-06,C,FALSE
1992,M,Avi,36,1.72E-05,A,TRUE
1986,F,Mirian,33,1.79E-05,M,FALSE
2012,M,Maria,6,2.96E-06,M,FALSE
1991,F,Camillia,26,1.28E-05,C,FALSE
1991,M,Terion,6,2.83E-06,T,FALSE
1984,M,Chee,14,7.46E-06,C,FALSE
1982,F,Shakeitha,14,7.72E-06,S,FALSE
1981,F,Maleka,8,4.47E-06,M,FALSE
1925,M,Ella,15,1.30E-05,E,TRUE
1994,F,Darling,14,7.18E-06,D,FALSE
2006,M,Cye,7,3.20E-06,C,FALSE
1985,F,Shaneisha,8,4.33E-06,S,FALSE
1966,M,Kalin,7,3.85E-06,K,FALSE
2010,M,Zylan,10,4.87E-06,Z,FALSE
2003,F,Briaja,5,2.49E-06,B,FALSE
2016,F,Brittany,571,0.00029609,B,FALSE
1926,F,Evangelina,63,5.12E-05,E,TRUE
1985,F,See,20,1.08E-05,S,FALSE
1962,F,Antonella,7,3.45E-06,A,TRUE
2017,F,Kamiah,88,4.69E-05,K,FALSE
1996,F,Moeshia,24,1.25E-05,M,FALSE
1927,M,Beryl,69,5.94E-05,B,FALSE
1936,M,Vester,33,3.10E-05,V,FALSE
2004,F,Amaja,7,3.47E-06,A,TRUE
1916,M,Orlando,121,0.00013106,O,TRUE
2001,M,Calen,60,2.90E-05,C,FALSE
1937,M,Lenord,32,2.93E-05,L,FALSE
1932,F,Florie,12,1.09E-05,F,FALSE
2006,M,Azam,6,2.74E-06,A,TRUE
1966,F,Sindy,27,1.54E-05,S,FALSE
2015,F,Marry,5,2.57E-06,M,FALSE
1881,M,Johnson,11,0.00010159,J,FALSE
1996,F,Halei,11,5.74E-06,H,FALSE
2007,F,Jaquelinne,14,6.62E-06,J,FALSE
2014,M,Tamim,41,2.01E-05,T,FALSE
2003,F,Prairie,9,4.49E-06,P,FALSE
1995,F,Jesusita,5,2.60E-06,J,FALSE
1994,F,Rosina,17,8.72E-06,R,FALSE
2015,M,Ivaan,35,1.72E-05,I,TRUE
1981,F,Merissa,58,3.24E-05,M,FALSE
1922,M,Caspar,7,6.22E-06,C,FALSE
1902,F,Willie,1071,0.00382044,W,FALSE
1945,M,Alfredo,223,0.00016262,A,TRUE
1951,M,Orvis,6,3.14E-06,O,TRUE
1998,F,Sommer,178,9.19E-05,S,FALSE
1903,F,Gerda,13,4.67E-05,G,FALSE
1990,F,Stefanie,957,0.00046593,S,FALSE
1900,F,Manuela,41,0.00012903,M,FALSE
1945,F,Loleta,10,7.43E-06,L,FALSE
1999,F,Elyce,10,5.14E-06,E,TRUE
1960,F,Malka,26,1.25E-05,M,FALSE
1978,F,Aubre,7,4.26E-06,A,TRUE
2016,F,Alilyana,6,3.11E-06,A,TRUE
1962,F,Marshall,21,1.04E-05,M,FALSE
1895,M,Van,34,0.00026847,V,FALSE
2003,M,Brexton,7,3.33E-06,B,FALSE
1973,M,Bryson,35,2.17E-05,B,FALSE
1960,M,Isaias,20,9.23E-06,I,TRUE
1971,F,Norita,6,3.42E-06,N,FALSE
1891,M,Olin,16,0.00014643,O,TRUE
1954,F,Santa,62,3.11E-05,S,FALSE
1999,M,Ryle,7,3.43E-06,R,FALSE
1995,F,Leana,59,3.07E-05,L,FALSE
1948,F,Denise,1930,0.00110756,D,FALSE
1989,M,Yvan,6,2.86E-06,Y,FALSE
1999,M,Hugo,597,0.00029288,H,FALSE
2004,F,Lupita,93,4.61E-05,L,FALSE
1968,M,Rio,6,3.38E-06,R,FALSE
2005,F,Dalyn,13,6.41E-06,D,FALSE
2004,F,Tajia,7,3.47E-06,T,FALSE
1979,F,Lonni,8,4.64E-06,L,FALSE
1904,M,Alma,7,5.05E-05,A,TRUE
2001,M,Brennen,362,0.0001751,B,FALSE
2017,M,Favio,11,5.60E-06,F,FALSE
1890,F,Carolina,23,0.00011405,C,FALSE
1978,F,Jenay,15,9.13E-06,J,FALSE
1985,F,Aaron,138,7.48E-05,A,TRUE
1915,M,Johnson,74,8.40E-05,J,FALSE
2006,F,Brina,31,1.48E-05,B,FALSE
1970,M,Issac,82,4.30E-05,I,TRUE
1906,M,Ossie,5,3.47E-05,O,TRUE
1922,F,Avonell,11,8.82E-06,A,TRUE
1999,F,Samentha,7,3.60E-06,S,FALSE
1961,M,Shelia,7,3.25E-06,S,FALSE
1933,F,Doree,6,5.74E-06,D,FALSE
1990,F,Kylie,1612,0.00078482,K,FALSE
1985,M,Brittney,16,8.32E-06,B,FALSE
2015,M,Vicenzo,6,2.94E-06,V,FALSE
1886,M,Vince,6,5.04E-05,V,FALSE
2005,F,Skyeler,6,2.96E-06,S,FALSE
1962,M,Reynard,11,5.23E-06,R,FALSE
2008,M,Kellyn,8,3.67E-06,K,FALSE
1984,F,Curtis,20,1.11E-05,C,FALSE
1997,F,Bryant,5,2.62E-06,B,FALSE
2012,M,Armando,821,0.00040525,A,TRUE
1984,F,Lanna,20,1.11E-05,L,FALSE
1995,F,Katharine,465,0.00024203,K,FALSE
1988,M,Jodi,5,2.50E-06,J,FALSE
1990,F,Shalanda,36,1.75E-05,S,FALSE
1977,F,Deniz,7,4.26E-06,D,FALSE
1989,M,Kason,33,1.58E-05,K,FALSE
2016,M,Ridhwan,5,2.48E-06,R,FALSE
1919,F,Wylma,13,1.11E-05,W,FALSE
1937,F,Vallie,25,2.27E-05,V,FALSE
1999,F,Ysabel,50,2.57E-05,Y,FALSE
2016,F,Galina,6,3.11E-06,G,FALSE
1930,M,Erskine,25,2.21E-05,E,TRUE
1979,F,Glendaliz,10,5.80E-06,G,FALSE
2010,M,Shloke,6,2.92E-06,S,FALSE
1984,M,Evert,8,4.26E-06,E,TRUE
1976,M,Demeko,5,3.06E-06,D,FALSE
1995,M,Celso,38,1.89E-05,C,FALSE
1985,M,Bianca,6,3.12E-06,B,FALSE
2014,F,Maisey,43,2.20E-05,M,FALSE
1958,M,Ballard,9,4.18E-06,B,FALSE
1950,F,Lannie,23,1.31E-05,L,FALSE
1984,F,Oneka,8,4.44E-06,O,TRUE
2012,F,Jeannine,9,4.65E-06,J,FALSE
2011,M,Zamire,7,3.45E-06,Z,FALSE
1978,M,Dennison,10,5.85E-06,D,FALSE
1973,F,Angeligue,6,3.86E-06,A,TRUE
1920,F,Altie,23,1.85E-05,A,TRUE
1919,F,Raphael,8,6.81E-06,R,FALSE
1972,F,Sheresa,11,6.82E-06,S,FALSE
1964,F,Ladon,6,3.07E-06,L,FALSE
1996,F,Tobi,28,1.46E-05,T,FALSE
1947,F,Rosalyn,270,0.00014853,R,FALSE
2010,F,Arjanae,5,2.55E-06,A,TRUE
2012,F,Navika,10,5.16E-06,N,FALSE
1996,F,Terin,11,5.74E-06,T,FALSE
2004,F,Annalee,125,6.20E-05,A,TRUE
2015,M,Sherif,5,2.45E-06,S,FALSE
1994,F,Johnisha,30,1.54E-05,J,FALSE
1980,F,Galit,5,2.81E-06,G,FALSE
1979,F,Ailene,7,4.06E-06,A,TRUE
1884,M,Pleas,5,4.07E-05,P,FALSE
1991,F,Jameria,14,6.89E-06,J,FALSE
1988,F,Tashee,6,3.12E-06,T,FALSE
1928,F,Vernetta,48,4.02E-05,V,FALSE
1907,F,Harriette,51,0.00015114,H,FALSE
1948,F,Tempie,17,9.76E-06,T,FALSE
2003,M,Dreon,5,2.38E-06,D,FALSE
2003,F,Nashara,5,2.49E-06,N,FALSE
1999,M,Cassius,47,2.31E-05,C,FALSE
1997,M,Edmar,7,3.50E-06,E,TRUE
1988,M,Arias,9,4.50E-06,A,TRUE
1991,F,Shamere,12,5.90E-06,S,FALSE
1995,M,Franz,25,1.24E-05,F,FALSE
1972,F,Chauna,6,3.72E-06,C,FALSE
1996,F,Aleeza,15,7.83E-06,A,TRUE
2002,F,Ladaysha,17,8.61E-06,L,FALSE
1901,M,Fredrick,49,0.00042389,F,FALSE
1978,F,Michaeline,8,4.87E-06,M,FALSE
1974,M,Sharron,7,4.29E-06,S,FALSE
1999,M,Daimian,7,3.43E-06,D,FALSE
1970,F,Davita,22,1.20E-05,D,FALSE
1938,F,Cloyce,6,5.26E-06,C,FALSE
1978,F,Malina,37,2.25E-05,M,FALSE
1968,M,Lenn,10,5.63E-06,L,FALSE
1975,M,Bernardo,111,6.84E-05,B,FALSE
1994,F,Kelbi,12,6.16E-06,K,FALSE
1956,M,Sheppard,7,3.26E-06,S,FALSE
1985,M,Chuck,58,3.02E-05,C,FALSE
1924,M,Blaine,148,0.0001266,B,FALSE
1989,M,Maruice,8,3.82E-06,M,FALSE
2009,F,Brecken,38,1.88E-05,B,FALSE
2002,M,Oneil,17,8.23E-06,O,TRUE
2011,F,Lakiah,9,4.65E-06,L,FALSE
1914,F,Wealthy,7,8.79E-06,W,FALSE
1940,F,Anabel,10,8.47E-06,A,TRUE
2017,F,Draven,7,3.73E-06,D,FALSE
1991,F,Janetta,32,1.57E-05,J,FALSE
1931,F,Guelda,7,6.34E-06,G,FALSE
1910,F,Capitola,11,2.62E-05,C,FALSE
1980,F,Kalani,15,8.43E-06,K,FALSE
1981,F,Matthew,201,0.0001124,M,FALSE
1904,M,Stacy,7,5.05E-05,S,FALSE
2000,F,Meriah,42,2.11E-05,M,FALSE
2000,F,Arista,11,5.51E-06,A,TRUE
1992,F,Cheniqua,9,4.49E-06,C,FALSE
2014,F,Zenayda,5,2.56E-06,Z,FALSE
1987,M,Melecio,6,3.08E-06,M,FALSE
1916,M,Judd,11,1.19E-05,J,FALSE
1980,M,Dovid,19,1.02E-05,D,FALSE
1955,M,Darroll,12,5.74E-06,D,FALSE
1925,M,Loren,637,0.00055322,L,FALSE
1893,F,Lockie,10,4.44E-05,L,FALSE
1948,F,Massie,8,4.59E-06,M,FALSE
1925,F,Jewelene,10,7.92E-06,J,FALSE
2014,M,Kano,6,2.93E-06,K,FALSE
1927,M,Burgess,19,1.64E-05,B,FALSE
2016,F,Belem,8,4.15E-06,B,FALSE
1993,F,Ethel,28,1.42E-05,E,TRUE
1978,F,Lateefa,10,6.08E-06,L,FALSE
1966,F,Christianne,33,1.88E-05,C,FALSE
1993,F,Kevia,9,4.57E-06,K,FALSE
2013,F,Jaydalyn,6,3.12E-06,J,FALSE
1989,M,Babak,13,6.20E-06,B,FALSE
2007,F,Zarahy,5,2.36E-06,Z,FALSE
1961,F,Laurine,31,1.49E-05,L,FALSE
1984,F,Manon,7,3.88E-06,M,FALSE
1911,F,Anastasia,59,0.00013354,A,TRUE
1960,M,Hoby,6,2.77E-06,H,FALSE
1928,F,Donnalee,14,1.17E-05,D,FALSE
1927,F,Junior,19,1.54E-05,J,FALSE
2002,F,Myla,146,7.40E-05,M,FALSE
1988,M,Adonis,63,3.15E-05,A,TRUE
1998,F,Gita,9,4.64E-06,G,FALSE
1910,F,Alta,347,0.00082712,A,TRUE
1902,F,Alethea,6,2.14E-05,A,TRUE
2005,M,Farid,31,1.46E-05,F,FALSE
1984,M,Jarmaine,16,8.53E-06,J,FALSE
2014,M,Jakavian,5,2.45E-06,J,FALSE
2012,F,Jeri,18,9.30E-06,J,FALSE
2010,F,Mekah,5,2.55E-06,M,FALSE
2000,M,Garon,21,1.01E-05,G,FALSE
1978,F,Sallie,65,3.95E-05,S,FALSE
2002,M,Kamrin,42,2.03E-05,K,FALSE
1960,M,Larrie,16,7.39E-06,L,FALSE
1973,F,Monalisa,23,1.48E-05,M,FALSE
1933,M,Claiborne,11,1.08E-05,C,FALSE
1941,F,Myriam,8,6.42E-06,M,FALSE
1996,F,Demitra,20,1.04E-05,D,FALSE
2010,F,Bitanya,5,2.55E-06,B,FALSE
1955,F,Amey,7,3.49E-06,A,TRUE
2008,F,Maple,16,7.69E-06,M,FALSE
2013,M,Akira,24,1.19E-05,A,TRUE
2009,F,Vivienne,569,0.00028127,V,FALSE
1914,M,Gust,30,4.39E-05,G,FALSE
1990,F,Jaye,7,3.41E-06,J,FALSE
2003,M,Kimo,18,8.57E-06,K,FALSE
2001,M,Tylynn,6,2.90E-06,T,FALSE
1977,F,Noha,6,3.65E-06,N,FALSE
1961,F,Zula,7,3.37E-06,Z,FALSE
1966,F,Rayla,5,2.85E-06,R,FALSE
2001,M,Jefrey,6,2.90E-06,J,FALSE
1994,F,Torey,56,2.87E-05,T,FALSE
2000,F,Reilee,6,3.01E-06,R,FALSE
2012,M,Booker,39,1.93E-05,B,FALSE
2007,F,Aahna,5,2.36E-06,A,TRUE
1984,F,Alexious,5,2.77E-06,A,TRUE
2011,F,Maura,181,9.35E-05,M,FALSE
1993,F,Lilliam,11,5.58E-06,L,FALSE
2005,M,Taziyah,5,2.35E-06,T,FALSE
1927,F,Minta,14,1.13E-05,M,FALSE
1960,F,Shiri,6,2.88E-06,S,FALSE
1898,M,Irwin,38,0.00028765,I,TRUE
1951,F,Sherrilyn,9,4.87E-06,S,FALSE
2011,F,Sian,21,1.09E-05,S,FALSE
1990,F,Zaynah,5,2.43E-06,Z,FALSE
1999,F,Jodi,221,0.00011355,J,FALSE
1996,M,Zeeshan,11,5.49E-06,Z,FALSE
1984,F,Doniesha,5,2.77E-06,D,FALSE
1921,F,Florean,6,4.69E-06,F,FALSE
1985,F,Geneen,6,3.25E-06,G,FALSE
1931,M,Tadashi,11,1.03E-05,T,FALSE
1991,F,Elli,22,1.08E-05,E,TRUE
1952,F,Fredericka,28,1.47E-05,F,FALSE
2014,M,Laker,9,4.40E-06,L,FALSE
2014,M,Axle,109,5.33E-05,A,TRUE
1985,M,Torrell,17,8.84E-06,T,FALSE
1983,F,Katheryn,148,8.27E-05,K,FALSE
2007,F,Hailie,348,0.00016455,H,FALSE
1979,F,Mieke,6,3.48E-06,M,FALSE
2016,M,Meyer,77,3.82E-05,M,FALSE
1996,F,Desa,8,4.17E-06,D,FALSE
1969,M,Hampton,20,1.09E-05,H,FALSE
1928,M,Carlo,145,0.00012706,C,FALSE
1936,F,Merrily,5,4.64E-06,M,FALSE
2005,F,Julie,1181,0.0005823,J,FALSE
2015,F,Margarita,125,6.43E-05,M,FALSE
1931,M,Earlene,5,4.67E-06,E,TRUE
1895,F,Lester,5,2.02E-05,L,FALSE
2013,M,Lukis,16,7.93E-06,L,FALSE
1888,F,William,42,0.0002217,W,FALSE
1991,F,Millicent,41,2.02E-05,M,FALSE
1980,M,Adin,10,5.39E-06,A,TRUE
1982,F,Tatyana,11,6.06E-06,T,FALSE
1986,M,Fraser,7,3.64E-06,F,FALSE
1919,F,Zephyr,6,5.11E-06,Z,FALSE
1983,F,Phalon,7,3.91E-06,P,FALSE
2000,F,Shayra,10,5.01E-06,S,FALSE
1986,M,Krystle,10,5.21E-06,K,FALSE
1989,M,Adama,7,3.34E-06,A,TRUE
2009,F,Nyiah,15,7.41E-06,N,FALSE
1931,F,Oleatha,6,5.44E-06,O,TRUE
1998,F,Raenesha,5,2.58E-06,R,FALSE
1983,F,Megnan,5,2.79E-06,M,FALSE
1961,F,Rayette,6,2.89E-06,R,FALSE
2014,F,Lakiah,6,3.07E-06,L,FALSE
2006,M,Itzael,7,3.20E-06,I,TRUE
1955,F,Pietrina,7,3.49E-06,P,FALSE
1993,F,Jacklynn,30,1.52E-05,J,FALSE
1998,F,Arnetta,7,3.61E-06,A,TRUE
1925,M,Edison,58,5.04E-05,E,TRUE
1992,M,Dallan,19,9.05E-06,D,FALSE
1936,F,Lorain,10,9.28E-06,L,FALSE
2006,F,Neira,5,2.39E-06,N,FALSE
1946,M,Glennis,13,7.88E-06,G,FALSE
1968,F,August,11,6.43E-06,A,TRUE
2014,M,Yotam,10,4.89E-06,Y,FALSE
1924,F,Reta,167,0.00012889,R,FALSE
1976,F,Yvonne,1290,0.00082068,Y,FALSE
1965,M,Gregg,1233,0.00065059,G,FALSE
1935,F,Eria,6,5.52E-06,E,TRUE
1983,F,Isaura,44,2.46E-05,I,TRUE
2006,M,Jemel,9,4.11E-06,J,FALSE
1967,F,Lavone,16,9.32E-06,L,FALSE
1919,F,Myrtha,8,6.81E-06,M,FALSE
1990,F,Kaysha,52,2.53E-05,K,FALSE
1979,M,Mikel,133,7.42E-05,M,FALSE
1988,F,Suzzanne,5,2.60E-06,S,FALSE
2014,F,Tehillah,7,3.59E-06,T,FALSE
2004,F,Seniah,5,2.48E-06,S,FALSE
1929,M,Juan,876,0.00079094,J,FALSE
1977,M,Ahmand,5,2.92E-06,A,TRUE
1980,M,Dadrian,6,3.23E-06,D,FALSE
1938,M,Laura,8,7.04E-06,L,FALSE
1988,M,Dearius,7,3.50E-06,D,FALSE
2001,M,Lynell,6,2.90E-06,L,FALSE
1996,F,Maureen,234,0.00012207,M,FALSE
1986,F,Avanti,16,8.67E-06,A,TRUE
2002,F,Auriana,14,7.09E-06,A,TRUE
2005,F,Comfort,7,3.45E-06,C,FALSE
2006,F,Lysette,25,1.20E-05,L,FALSE
1956,M,Maceo,13,6.06E-06,M,FALSE
1928,M,Giles,80,7.01E-05,G,FALSE
1938,M,Orlo,18,1.58E-05,O,TRUE
2003,M,Chima,11,5.24E-06,C,FALSE
1973,F,Shanda,376,0.00024195,S,FALSE
2004,M,Daisy,8,3.79E-06,D,FALSE
1887,F,Era,21,0.00013512,E,TRUE
2013,F,Jael,175,9.10E-05,J,FALSE
1923,F,Monia,6,4.79E-06,M,FALSE
1954,M,Vollie,6,2.90E-06,V,FALSE
1996,F,Jaliya,6,3.13E-06,J,FALSE
1895,M,Hugh,243,0.00191878,H,FALSE
1949,M,Eliezer,7,3.88E-06,E,TRUE
1994,M,Vinny,22,1.08E-05,V,FALSE
1947,F,Winifred,375,0.00020629,W,FALSE
1946,F,Allena,10,6.20E-06,A,TRUE
2013,F,Eilyn,8,4.16E-06,E,TRUE
1979,M,Drew,623,0.00034769,D,FALSE
1963,F,Laurice,24,1.21E-05,L,FALSE
1928,M,Moe,7,6.13E-06,M,FALSE
1928,F,Annella,13,1.09E-05,A,TRUE
